COLLOCATES	WORDS	SPAN	CORPUS	SENTENCE_NUM	MATCHED_SENTENCE
bahagia	senang	'1	corp_iMxd2012_1M	stn._358518	 tunggu dulu emosi itu macam2 ada <node>senang</node> <colloc span=1>bahagia</colloc> tergila-gila sedih marah kecewa curiga dll
tergila-gila	senang	'2	corp_iMxd2012_1M	stn._358518	 tunggu dulu emosi itu macam2 ada <node>senang</node> bahagia <colloc span=2>tergila-gila</colloc> sedih marah kecewa curiga dll
sedih	senang	'3	corp_iMxd2012_1M	stn._358518	 tunggu dulu emosi itu macam2 ada <node>senang</node> bahagia tergila-gila <colloc span=3>sedih</colloc> marah kecewa curiga dll
marah	senang	'4	corp_iMxd2012_1M	stn._358518	 tunggu dulu emosi itu macam2 ada <node>senang</node> bahagia tergila-gila sedih <colloc span=4>marah</colloc> kecewa curiga dll
mereka	senang	'-4	corp_iMxd2012_1M	stn._359424	pada umumnya <colloc span=-4>mereka</colloc> semua menyampaikan rasa <node>senang</node> dan bangga dapat ikut serta dalam operasi kemanusiaan tersebut
semua	senang	'-3	corp_iMxd2012_1M	stn._359424	pada umumnya mereka <colloc span=-3>semua</colloc> menyampaikan rasa <node>senang</node> dan bangga dapat ikut serta dalam operasi kemanusiaan tersebut
menyampaikan	senang	'-2	corp_iMxd2012_1M	stn._359424	pada umumnya mereka semua <colloc span=-2>menyampaikan</colloc> rasa <node>senang</node> dan bangga dapat ikut serta dalam operasi kemanusiaan tersebut
rasa	senang	'-1	corp_iMxd2012_1M	stn._359424	pada umumnya mereka semua menyampaikan <colloc span=-1>rasa</colloc> <node>senang</node> dan bangga dapat ikut serta dalam operasi kemanusiaan tersebut
dan	senang	'1	corp_iMxd2012_1M	stn._359424	pada umumnya mereka semua menyampaikan rasa <node>senang</node> <colloc span=1>dan</colloc> bangga dapat ikut serta dalam operasi kemanusiaan tersebut
bangga	senang	'2	corp_iMxd2012_1M	stn._359424	pada umumnya mereka semua menyampaikan rasa <node>senang</node> dan <colloc span=2>bangga</colloc> dapat ikut serta dalam operasi kemanusiaan tersebut
dapat	senang	'3	corp_iMxd2012_1M	stn._359424	pada umumnya mereka semua menyampaikan rasa <node>senang</node> dan bangga <colloc span=3>dapat</colloc> ikut serta dalam operasi kemanusiaan tersebut
ikut	senang	'4	corp_iMxd2012_1M	stn._359424	pada umumnya mereka semua menyampaikan rasa <node>senang</node> dan bangga dapat <colloc span=4>ikut</colloc> serta dalam operasi kemanusiaan tersebut
kang	senang	'-4	corp_iMxd2012_1M	stn._361540	pal kang meninggalkan kantor <colloc span=-4>kang</colloc> ha dengan perasaan <node>senang</node> dan ia tertawa sendiri
ha	senang	'-3	corp_iMxd2012_1M	stn._361540	pal kang meninggalkan kantor kang <colloc span=-3>ha</colloc> dengan perasaan <node>senang</node> dan ia tertawa sendiri
dengan	senang	'-2	corp_iMxd2012_1M	stn._361540	pal kang meninggalkan kantor kang ha <colloc span=-2>dengan</colloc> perasaan <node>senang</node> dan ia tertawa sendiri
perasaan	senang	'-1	corp_iMxd2012_1M	stn._361540	pal kang meninggalkan kantor kang ha dengan <colloc span=-1>perasaan</colloc> <node>senang</node> dan ia tertawa sendiri
dan	senang	'1	corp_iMxd2012_1M	stn._361540	pal kang meninggalkan kantor kang ha dengan perasaan <node>senang</node> <colloc span=1>dan</colloc> ia tertawa sendiri
ia	senang	'2	corp_iMxd2012_1M	stn._361540	pal kang meninggalkan kantor kang ha dengan perasaan <node>senang</node> dan <colloc span=2>ia</colloc> tertawa sendiri
tertawa	senang	'3	corp_iMxd2012_1M	stn._361540	pal kang meninggalkan kantor kang ha dengan perasaan <node>senang</node> dan ia <colloc span=3>tertawa</colloc> sendiri
sendiri	senang	'4	corp_iMxd2012_1M	stn._361540	pal kang meninggalkan kantor kang ha dengan perasaan <node>senang</node> dan ia tertawa <colloc span=4>sendiri</colloc>
ekspresi	senang	'-1	corp_iMxd2012_1M	stn._367959	<colloc span=-1>ekspresi</colloc> <node>senang</node> yang ditampilkan dalam warna kuning terlihat di unit-unit telepon umum di daerah panglima polim jakarta selatan gambar 6
yang	senang	'1	corp_iMxd2012_1M	stn._367959	ekspresi <node>senang</node> <colloc span=1>yang</colloc> ditampilkan dalam warna kuning terlihat di unit-unit telepon umum di daerah panglima polim jakarta selatan gambar 6
ditampilkan	senang	'2	corp_iMxd2012_1M	stn._367959	ekspresi <node>senang</node> yang <colloc span=2>ditampilkan</colloc> dalam warna kuning terlihat di unit-unit telepon umum di daerah panglima polim jakarta selatan gambar 6
dalam	senang	'3	corp_iMxd2012_1M	stn._367959	ekspresi <node>senang</node> yang ditampilkan <colloc span=3>dalam</colloc> warna kuning terlihat di unit-unit telepon umum di daerah panglima polim jakarta selatan gambar 6
warna	senang	'4	corp_iMxd2012_1M	stn._367959	ekspresi <node>senang</node> yang ditampilkan dalam <colloc span=4>warna</colloc> kuning terlihat di unit-unit telepon umum di daerah panglima polim jakarta selatan gambar 6
membandingkan	senang	'-4	corp_iMxd2012_1M	stn._368547	kelemahannya adalah kalau kita bisa membandingkan diri dalam keadaan susah kita bisa <colloc span=-4>membandingkan</colloc> diri dalam keadaan <node>senang</node> juga indikasinya seperti itu
diri	senang	'-3	corp_iMxd2012_1M	stn._368547	kelemahannya adalah kalau kita bisa membandingkan diri dalam keadaan susah kita bisa membandingkan <colloc span=-3>diri</colloc> dalam keadaan <node>senang</node> juga indikasinya seperti itu
dalam	senang	'-2	corp_iMxd2012_1M	stn._368547	kelemahannya adalah kalau kita bisa membandingkan diri dalam keadaan susah kita bisa membandingkan diri <colloc span=-2>dalam</colloc> keadaan <node>senang</node> juga indikasinya seperti itu
keadaan	senang	'-1	corp_iMxd2012_1M	stn._368547	kelemahannya adalah kalau kita bisa membandingkan diri dalam keadaan susah kita bisa membandingkan diri dalam <colloc span=-1>keadaan</colloc> <node>senang</node> juga indikasinya seperti itu
juga	senang	'1	corp_iMxd2012_1M	stn._368547	kelemahannya adalah kalau kita bisa membandingkan diri dalam keadaan susah kita bisa membandingkan diri dalam keadaan <node>senang</node> <colloc span=1>juga</colloc> indikasinya seperti itu
indikasinya	senang	'2	corp_iMxd2012_1M	stn._368547	kelemahannya adalah kalau kita bisa membandingkan diri dalam keadaan susah kita bisa membandingkan diri dalam keadaan <node>senang</node> juga <colloc span=2>indikasinya</colloc> seperti itu
seperti	senang	'3	corp_iMxd2012_1M	stn._368547	kelemahannya adalah kalau kita bisa membandingkan diri dalam keadaan susah kita bisa membandingkan diri dalam keadaan <node>senang</node> juga indikasinya <colloc span=3>seperti</colloc> itu
itu	senang	'4	corp_iMxd2012_1M	stn._368547	kelemahannya adalah kalau kita bisa membandingkan diri dalam keadaan susah kita bisa membandingkan diri dalam keadaan <node>senang</node> juga indikasinya seperti <colloc span=4>itu</colloc>
yang	senang	'-4	corp_iMxd2012_1M	stn._388498	 xue chuanxin bukanlah macam orang <colloc span=-4>yang</colloc> sering memperlihatkan rasa <node>senang</node> atau marah di wajahnya bahkan ada yang berkata bahwa sekalipun ia melihat istrinya jatuh ke dalam sungai di wajahnya juga takkan ada ekspresi sedikit pun
sering	senang	'-3	corp_iMxd2012_1M	stn._388498	 xue chuanxin bukanlah macam orang yang <colloc span=-3>sering</colloc> memperlihatkan rasa <node>senang</node> atau marah di wajahnya bahkan ada yang berkata bahwa sekalipun ia melihat istrinya jatuh ke dalam sungai di wajahnya juga takkan ada ekspresi sedikit pun
memperlihatkan	senang	'-2	corp_iMxd2012_1M	stn._388498	 xue chuanxin bukanlah macam orang yang sering <colloc span=-2>memperlihatkan</colloc> rasa <node>senang</node> atau marah di wajahnya bahkan ada yang berkata bahwa sekalipun ia melihat istrinya jatuh ke dalam sungai di wajahnya juga takkan ada ekspresi sedikit pun
rasa	senang	'-1	corp_iMxd2012_1M	stn._388498	 xue chuanxin bukanlah macam orang yang sering memperlihatkan <colloc span=-1>rasa</colloc> <node>senang</node> atau marah di wajahnya bahkan ada yang berkata bahwa sekalipun ia melihat istrinya jatuh ke dalam sungai di wajahnya juga takkan ada ekspresi sedikit pun
atau	senang	'1	corp_iMxd2012_1M	stn._388498	 xue chuanxin bukanlah macam orang yang sering memperlihatkan rasa <node>senang</node> <colloc span=1>atau</colloc> marah di wajahnya bahkan ada yang berkata bahwa sekalipun ia melihat istrinya jatuh ke dalam sungai di wajahnya juga takkan ada ekspresi sedikit pun
marah	senang	'2	corp_iMxd2012_1M	stn._388498	 xue chuanxin bukanlah macam orang yang sering memperlihatkan rasa <node>senang</node> atau <colloc span=2>marah</colloc> di wajahnya bahkan ada yang berkata bahwa sekalipun ia melihat istrinya jatuh ke dalam sungai di wajahnya juga takkan ada ekspresi sedikit pun
di	senang	'3	corp_iMxd2012_1M	stn._388498	 xue chuanxin bukanlah macam orang yang sering memperlihatkan rasa <node>senang</node> atau marah <colloc span=3>di</colloc> wajahnya bahkan ada yang berkata bahwa sekalipun ia melihat istrinya jatuh ke dalam sungai di wajahnya juga takkan ada ekspresi sedikit pun
wajahnya	senang	'4	corp_iMxd2012_1M	stn._388498	 xue chuanxin bukanlah macam orang yang sering memperlihatkan rasa <node>senang</node> atau marah di <colloc span=4>wajahnya</colloc> bahkan ada yang berkata bahwa sekalipun ia melihat istrinya jatuh ke dalam sungai di wajahnya juga takkan ada ekspresi sedikit pun
ke	senang	'-4	corp_iMxd2012_1M	stn._403478	kami kembali <colloc span=-4>ke</colloc> jakarta dengan perasaah <node>senang</node> bisa pulang kampung tapi juga sedih karena terlalu banyak kenangan dan orang orang baik yang kami tinggalkan
jakarta	senang	'-3	corp_iMxd2012_1M	stn._403478	kami kembali ke <colloc span=-3>jakarta</colloc> dengan perasaah <node>senang</node> bisa pulang kampung tapi juga sedih karena terlalu banyak kenangan dan orang orang baik yang kami tinggalkan
dengan	senang	'-2	corp_iMxd2012_1M	stn._403478	kami kembali ke jakarta <colloc span=-2>dengan</colloc> perasaah <node>senang</node> bisa pulang kampung tapi juga sedih karena terlalu banyak kenangan dan orang orang baik yang kami tinggalkan
perasaah	senang	'-1	corp_iMxd2012_1M	stn._403478	kami kembali ke jakarta dengan <colloc span=-1>perasaah</colloc> <node>senang</node> bisa pulang kampung tapi juga sedih karena terlalu banyak kenangan dan orang orang baik yang kami tinggalkan
bisa	senang	'1	corp_iMxd2012_1M	stn._403478	kami kembali ke jakarta dengan perasaah <node>senang</node> <colloc span=1>bisa</colloc> pulang kampung tapi juga sedih karena terlalu banyak kenangan dan orang orang baik yang kami tinggalkan
pulang	senang	'2	corp_iMxd2012_1M	stn._403478	kami kembali ke jakarta dengan perasaah <node>senang</node> bisa <colloc span=2>pulang</colloc> kampung tapi juga sedih karena terlalu banyak kenangan dan orang orang baik yang kami tinggalkan
kampung	senang	'3	corp_iMxd2012_1M	stn._403478	kami kembali ke jakarta dengan perasaah <node>senang</node> bisa pulang <colloc span=3>kampung</colloc> tapi juga sedih karena terlalu banyak kenangan dan orang orang baik yang kami tinggalkan
tapi	senang	'4	corp_iMxd2012_1M	stn._403478	kami kembali ke jakarta dengan perasaah <node>senang</node> bisa pulang kampung <colloc span=4>tapi</colloc> juga sedih karena terlalu banyak kenangan dan orang orang baik yang kami tinggalkan
center-	senang	'-4	corp_iMxd2012_1M	stn._404409	pusat belanja- shopping <colloc span=-4>center-</colloc> yang memberikan rasa <node>senang</node> akan membuat pembeli menyerbu tempat tersebut
yang	senang	'-3	corp_iMxd2012_1M	stn._404409	pusat belanja- shopping center- <colloc span=-3>yang</colloc> memberikan rasa <node>senang</node> akan membuat pembeli menyerbu tempat tersebut
memberikan	senang	'-2	corp_iMxd2012_1M	stn._404409	pusat belanja- shopping center- yang <colloc span=-2>memberikan</colloc> rasa <node>senang</node> akan membuat pembeli menyerbu tempat tersebut
rasa	senang	'-1	corp_iMxd2012_1M	stn._404409	pusat belanja- shopping center- yang memberikan <colloc span=-1>rasa</colloc> <node>senang</node> akan membuat pembeli menyerbu tempat tersebut
akan	senang	'1	corp_iMxd2012_1M	stn._404409	pusat belanja- shopping center- yang memberikan rasa <node>senang</node> <colloc span=1>akan</colloc> membuat pembeli menyerbu tempat tersebut
membuat	senang	'2	corp_iMxd2012_1M	stn._404409	pusat belanja- shopping center- yang memberikan rasa <node>senang</node> akan <colloc span=2>membuat</colloc> pembeli menyerbu tempat tersebut
pembeli	senang	'3	corp_iMxd2012_1M	stn._404409	pusat belanja- shopping center- yang memberikan rasa <node>senang</node> akan membuat <colloc span=3>pembeli</colloc> menyerbu tempat tersebut
menyerbu	senang	'4	corp_iMxd2012_1M	stn._404409	pusat belanja- shopping center- yang memberikan rasa <node>senang</node> akan membuat pembeli <colloc span=4>menyerbu</colloc> tempat tersebut
dicintai	senang	'-4	corp_iMxd2012_1M	stn._408728	ketika meliha seorang yang amat <colloc span=-4>dicintai</colloc> dan memperoleh rasa <node>senang</node> ia akan bergembira demikian ia mencari semua makhluk dengan rasa mudita
dan	senang	'-3	corp_iMxd2012_1M	stn._408728	ketika meliha seorang yang amat dicintai <colloc span=-3>dan</colloc> memperoleh rasa <node>senang</node> ia akan bergembira demikian ia mencari semua makhluk dengan rasa mudita
memperoleh	senang	'-2	corp_iMxd2012_1M	stn._408728	ketika meliha seorang yang amat dicintai dan <colloc span=-2>memperoleh</colloc> rasa <node>senang</node> ia akan bergembira demikian ia mencari semua makhluk dengan rasa mudita
rasa	senang	'-1	corp_iMxd2012_1M	stn._408728	ketika meliha seorang yang amat dicintai dan memperoleh <colloc span=-1>rasa</colloc> <node>senang</node> ia akan bergembira demikian ia mencari semua makhluk dengan rasa mudita
ia	senang	'1	corp_iMxd2012_1M	stn._408728	ketika meliha seorang yang amat dicintai dan memperoleh rasa <node>senang</node> <colloc span=1>ia</colloc> akan bergembira demikian ia mencari semua makhluk dengan rasa mudita
akan	senang	'2	corp_iMxd2012_1M	stn._408728	ketika meliha seorang yang amat dicintai dan memperoleh rasa <node>senang</node> ia <colloc span=2>akan</colloc> bergembira demikian ia mencari semua makhluk dengan rasa mudita
bergembira	senang	'3	corp_iMxd2012_1M	stn._408728	ketika meliha seorang yang amat dicintai dan memperoleh rasa <node>senang</node> ia akan <colloc span=3>bergembira</colloc> demikian ia mencari semua makhluk dengan rasa mudita
demikian	senang	'4	corp_iMxd2012_1M	stn._408728	ketika meliha seorang yang amat dicintai dan memperoleh rasa <node>senang</node> ia akan bergembira <colloc span=4>demikian</colloc> ia mencari semua makhluk dengan rasa mudita
wajah	senang	'-4	corp_iMxd2012_1M	stn._410040	melihat <colloc span=-4>wajah</colloc> ibu menimbulkan rasa <node>senang</node>
ibu	senang	'-3	corp_iMxd2012_1M	stn._410040	melihat wajah <colloc span=-3>ibu</colloc> menimbulkan rasa <node>senang</node>
menimbulkan	senang	'-2	corp_iMxd2012_1M	stn._410040	melihat wajah ibu <colloc span=-2>menimbulkan</colloc> rasa <node>senang</node>
rasa	senang	'-1	corp_iMxd2012_1M	stn._410040	melihat wajah ibu menimbulkan <colloc span=-1>rasa</colloc> <node>senang</node>
dia	senang	'-2	corp_iMxd2012_1M	stn._424673	<colloc span=-2>dia</colloc> merasakan <node>senang</node> tinggal di sana karena suasana islami seperti di pesantren ngruki solo
merasakan	senang	'-1	corp_iMxd2012_1M	stn._424673	dia <colloc span=-1>merasakan</colloc> <node>senang</node> tinggal di sana karena suasana islami seperti di pesantren ngruki solo
tinggal	senang	'1	corp_iMxd2012_1M	stn._424673	dia merasakan <node>senang</node> <colloc span=1>tinggal</colloc> di sana karena suasana islami seperti di pesantren ngruki solo
di	senang	'2	corp_iMxd2012_1M	stn._424673	dia merasakan <node>senang</node> tinggal <colloc span=2>di</colloc> sana karena suasana islami seperti di pesantren ngruki solo
sana	senang	'3	corp_iMxd2012_1M	stn._424673	dia merasakan <node>senang</node> tinggal di <colloc span=3>sana</colloc> karena suasana islami seperti di pesantren ngruki solo
karena	senang	'4	corp_iMxd2012_1M	stn._424673	dia merasakan <node>senang</node> tinggal di sana <colloc span=4>karena</colloc> suasana islami seperti di pesantren ngruki solo
nah	senang	'-3	corp_iMxd2012_1M	stn._443803	<colloc span=-3>nah</colloc> barangkali rasa <node>senang</node> itulah yang membuatnya lebih tinggi tempat jatuhnya
barangkali	senang	'-2	corp_iMxd2012_1M	stn._443803	nah <colloc span=-2>barangkali</colloc> rasa <node>senang</node> itulah yang membuatnya lebih tinggi tempat jatuhnya
rasa	senang	'-1	corp_iMxd2012_1M	stn._443803	nah barangkali <colloc span=-1>rasa</colloc> <node>senang</node> itulah yang membuatnya lebih tinggi tempat jatuhnya
itulah	senang	'1	corp_iMxd2012_1M	stn._443803	nah barangkali rasa <node>senang</node> <colloc span=1>itulah</colloc> yang membuatnya lebih tinggi tempat jatuhnya
yang	senang	'2	corp_iMxd2012_1M	stn._443803	nah barangkali rasa <node>senang</node> itulah <colloc span=2>yang</colloc> membuatnya lebih tinggi tempat jatuhnya
membuatnya	senang	'3	corp_iMxd2012_1M	stn._443803	nah barangkali rasa <node>senang</node> itulah yang <colloc span=3>membuatnya</colloc> lebih tinggi tempat jatuhnya
lebih	senang	'4	corp_iMxd2012_1M	stn._443803	nah barangkali rasa <node>senang</node> itulah yang membuatnya <colloc span=4>lebih</colloc> tinggi tempat jatuhnya
mesra	senang	'-4	corp_iMxd2012_1M	stn._450577	mukaku jadi tegang serius saking asyik diresap nikmat bertatapan sayu dengan matanya yang sama <colloc span=-4>mesra</colloc> namun tergambar sinar <node>senang</node> dan bangga di situ
namun	senang	'-3	corp_iMxd2012_1M	stn._450577	mukaku jadi tegang serius saking asyik diresap nikmat bertatapan sayu dengan matanya yang sama mesra <colloc span=-3>namun</colloc> tergambar sinar <node>senang</node> dan bangga di situ
tergambar	senang	'-2	corp_iMxd2012_1M	stn._450577	mukaku jadi tegang serius saking asyik diresap nikmat bertatapan sayu dengan matanya yang sama mesra namun <colloc span=-2>tergambar</colloc> sinar <node>senang</node> dan bangga di situ
sinar	senang	'-1	corp_iMxd2012_1M	stn._450577	mukaku jadi tegang serius saking asyik diresap nikmat bertatapan sayu dengan matanya yang sama mesra namun tergambar <colloc span=-1>sinar</colloc> <node>senang</node> dan bangga di situ
dan	senang	'1	corp_iMxd2012_1M	stn._450577	mukaku jadi tegang serius saking asyik diresap nikmat bertatapan sayu dengan matanya yang sama mesra namun tergambar sinar <node>senang</node> <colloc span=1>dan</colloc> bangga di situ
bangga	senang	'2	corp_iMxd2012_1M	stn._450577	mukaku jadi tegang serius saking asyik diresap nikmat bertatapan sayu dengan matanya yang sama mesra namun tergambar sinar <node>senang</node> dan <colloc span=2>bangga</colloc> di situ
di	senang	'3	corp_iMxd2012_1M	stn._450577	mukaku jadi tegang serius saking asyik diresap nikmat bertatapan sayu dengan matanya yang sama mesra namun tergambar sinar <node>senang</node> dan bangga <colloc span=3>di</colloc> situ
situ	senang	'4	corp_iMxd2012_1M	stn._450577	mukaku jadi tegang serius saking asyik diresap nikmat bertatapan sayu dengan matanya yang sama mesra namun tergambar sinar <node>senang</node> dan bangga di <colloc span=4>situ</colloc>
digunakan	senang	'-4	corp_iMxd2012_1M	stn._453058	bila gambar hati itu tanpa imbuhan apapun maka gambar itu biasa <colloc span=-4>digunakan</colloc> untuk merepresentasi perasaan <node>senang</node> cinta kangen atau simpati
untuk	senang	'-3	corp_iMxd2012_1M	stn._453058	bila gambar hati itu tanpa imbuhan apapun maka gambar itu biasa digunakan <colloc span=-3>untuk</colloc> merepresentasi perasaan <node>senang</node> cinta kangen atau simpati
merepresentasi	senang	'-2	corp_iMxd2012_1M	stn._453058	bila gambar hati itu tanpa imbuhan apapun maka gambar itu biasa digunakan untuk <colloc span=-2>merepresentasi</colloc> perasaan <node>senang</node> cinta kangen atau simpati
perasaan	senang	'-1	corp_iMxd2012_1M	stn._453058	bila gambar hati itu tanpa imbuhan apapun maka gambar itu biasa digunakan untuk merepresentasi <colloc span=-1>perasaan</colloc> <node>senang</node> cinta kangen atau simpati
cinta	senang	'1	corp_iMxd2012_1M	stn._453058	bila gambar hati itu tanpa imbuhan apapun maka gambar itu biasa digunakan untuk merepresentasi perasaan <node>senang</node> <colloc span=1>cinta</colloc> kangen atau simpati
kangen	senang	'2	corp_iMxd2012_1M	stn._453058	bila gambar hati itu tanpa imbuhan apapun maka gambar itu biasa digunakan untuk merepresentasi perasaan <node>senang</node> cinta <colloc span=2>kangen</colloc> atau simpati
atau	senang	'3	corp_iMxd2012_1M	stn._453058	bila gambar hati itu tanpa imbuhan apapun maka gambar itu biasa digunakan untuk merepresentasi perasaan <node>senang</node> cinta kangen <colloc span=3>atau</colloc> simpati
simpati	senang	'4	corp_iMxd2012_1M	stn._453058	bila gambar hati itu tanpa imbuhan apapun maka gambar itu biasa digunakan untuk merepresentasi perasaan <node>senang</node> cinta kangen atau <colloc span=4>simpati</colloc>
rasa	senang	'-1	corp_iMxd2012_1M	stn._470776	<colloc span=-1>rasa</colloc> <node>senang</node> seorang malna pada bentuk dan bilangan sama saja dengan rasa gandrung pada rasio dalam filsafat yang hampir mati
seorang	senang	'1	corp_iMxd2012_1M	stn._470776	rasa <node>senang</node> <colloc span=1>seorang</colloc> malna pada bentuk dan bilangan sama saja dengan rasa gandrung pada rasio dalam filsafat yang hampir mati
malna	senang	'2	corp_iMxd2012_1M	stn._470776	rasa <node>senang</node> seorang <colloc span=2>malna</colloc> pada bentuk dan bilangan sama saja dengan rasa gandrung pada rasio dalam filsafat yang hampir mati
pada	senang	'3	corp_iMxd2012_1M	stn._470776	rasa <node>senang</node> seorang malna <colloc span=3>pada</colloc> bentuk dan bilangan sama saja dengan rasa gandrung pada rasio dalam filsafat yang hampir mati
bentuk	senang	'4	corp_iMxd2012_1M	stn._470776	rasa <node>senang</node> seorang malna pada <colloc span=4>bentuk</colloc> dan bilangan sama saja dengan rasa gandrung pada rasio dalam filsafat yang hampir mati
tidak	senang	'-4	corp_iMxd2012_1M	stn._473352	bupati oku timur h herman deru sh yang diwawancarai sindo belum lama ini juga <colloc span=-4>tidak</colloc> dapat menutupi rasa <node>senang</node> dan kebanggaannya
dapat	senang	'-3	corp_iMxd2012_1M	stn._473352	bupati oku timur h herman deru sh yang diwawancarai sindo belum lama ini juga tidak <colloc span=-3>dapat</colloc> menutupi rasa <node>senang</node> dan kebanggaannya
menutupi	senang	'-2	corp_iMxd2012_1M	stn._473352	bupati oku timur h herman deru sh yang diwawancarai sindo belum lama ini juga tidak dapat <colloc span=-2>menutupi</colloc> rasa <node>senang</node> dan kebanggaannya
rasa	senang	'-1	corp_iMxd2012_1M	stn._473352	bupati oku timur h herman deru sh yang diwawancarai sindo belum lama ini juga tidak dapat menutupi <colloc span=-1>rasa</colloc> <node>senang</node> dan kebanggaannya
dan	senang	'1	corp_iMxd2012_1M	stn._473352	bupati oku timur h herman deru sh yang diwawancarai sindo belum lama ini juga tidak dapat menutupi rasa <node>senang</node> <colloc span=1>dan</colloc> kebanggaannya
kebanggaannya	senang	'2	corp_iMxd2012_1M	stn._473352	bupati oku timur h herman deru sh yang diwawancarai sindo belum lama ini juga tidak dapat menutupi rasa <node>senang</node> dan <colloc span=2>kebanggaannya</colloc>
2	senang	'-4	corp_iMxd2012_1M	stn._473855	simpati dalam kbbi diartikan sebagai 1 rasa kasih rasa setuju kepada rasa suka <colloc span=-4>2</colloc> keikutsertaan merasakan perasaan <node>senang</node> susah dsb orang lain rakyat yang menderita akibat bencana alam itu mendapat simpati dari berbagai kalangan
keikutsertaan	senang	'-3	corp_iMxd2012_1M	stn._473855	simpati dalam kbbi diartikan sebagai 1 rasa kasih rasa setuju kepada rasa suka 2 <colloc span=-3>keikutsertaan</colloc> merasakan perasaan <node>senang</node> susah dsb orang lain rakyat yang menderita akibat bencana alam itu mendapat simpati dari berbagai kalangan
merasakan	senang	'-2	corp_iMxd2012_1M	stn._473855	simpati dalam kbbi diartikan sebagai 1 rasa kasih rasa setuju kepada rasa suka 2 keikutsertaan <colloc span=-2>merasakan</colloc> perasaan <node>senang</node> susah dsb orang lain rakyat yang menderita akibat bencana alam itu mendapat simpati dari berbagai kalangan
perasaan	senang	'-1	corp_iMxd2012_1M	stn._473855	simpati dalam kbbi diartikan sebagai 1 rasa kasih rasa setuju kepada rasa suka 2 keikutsertaan merasakan <colloc span=-1>perasaan</colloc> <node>senang</node> susah dsb orang lain rakyat yang menderita akibat bencana alam itu mendapat simpati dari berbagai kalangan
susah	senang	'1	corp_iMxd2012_1M	stn._473855	simpati dalam kbbi diartikan sebagai 1 rasa kasih rasa setuju kepada rasa suka 2 keikutsertaan merasakan perasaan <node>senang</node> <colloc span=1>susah</colloc> dsb orang lain rakyat yang menderita akibat bencana alam itu mendapat simpati dari berbagai kalangan
dsb	senang	'2	corp_iMxd2012_1M	stn._473855	simpati dalam kbbi diartikan sebagai 1 rasa kasih rasa setuju kepada rasa suka 2 keikutsertaan merasakan perasaan <node>senang</node> susah <colloc span=2>dsb</colloc> orang lain rakyat yang menderita akibat bencana alam itu mendapat simpati dari berbagai kalangan
orang	senang	'3	corp_iMxd2012_1M	stn._473855	simpati dalam kbbi diartikan sebagai 1 rasa kasih rasa setuju kepada rasa suka 2 keikutsertaan merasakan perasaan <node>senang</node> susah dsb <colloc span=3>orang</colloc> lain rakyat yang menderita akibat bencana alam itu mendapat simpati dari berbagai kalangan
lain	senang	'4	corp_iMxd2012_1M	stn._473855	simpati dalam kbbi diartikan sebagai 1 rasa kasih rasa setuju kepada rasa suka 2 keikutsertaan merasakan perasaan <node>senang</node> susah dsb orang <colloc span=4>lain</colloc> rakyat yang menderita akibat bencana alam itu mendapat simpati dari berbagai kalangan
rasa	senang	'-4	corp_iMxd2012_1M	stn._493917	perasaan apapun yang masih tertinggal setelah diabaikannya <colloc span=-4>rasa</colloc> sakit serta rasa <node>senang</node> nyaman tersebut adalah disebut perasaan di tengah-tengah antara keduanya sakit dan senang
sakit	senang	'-3	corp_iMxd2012_1M	stn._493917	perasaan apapun yang masih tertinggal setelah diabaikannya rasa <colloc span=-3>sakit</colloc> serta rasa <node>senang</node> nyaman tersebut adalah disebut perasaan di tengah-tengah antara keduanya sakit dan senang
serta	senang	'-2	corp_iMxd2012_1M	stn._493917	perasaan apapun yang masih tertinggal setelah diabaikannya rasa sakit <colloc span=-2>serta</colloc> rasa <node>senang</node> nyaman tersebut adalah disebut perasaan di tengah-tengah antara keduanya sakit dan senang
rasa	senang	'-1	corp_iMxd2012_1M	stn._493917	perasaan apapun yang masih tertinggal setelah diabaikannya rasa sakit serta <colloc span=-1>rasa</colloc> <node>senang</node> nyaman tersebut adalah disebut perasaan di tengah-tengah antara keduanya sakit dan senang
nyaman	senang	'1	corp_iMxd2012_1M	stn._493917	perasaan apapun yang masih tertinggal setelah diabaikannya rasa sakit serta rasa <node>senang</node> <colloc span=1>nyaman</colloc> tersebut adalah disebut perasaan di tengah-tengah antara keduanya sakit dan senang
tersebut	senang	'2	corp_iMxd2012_1M	stn._493917	perasaan apapun yang masih tertinggal setelah diabaikannya rasa sakit serta rasa <node>senang</node> nyaman <colloc span=2>tersebut</colloc> adalah disebut perasaan di tengah-tengah antara keduanya sakit dan senang
adalah	senang	'3	corp_iMxd2012_1M	stn._493917	perasaan apapun yang masih tertinggal setelah diabaikannya rasa sakit serta rasa <node>senang</node> nyaman tersebut <colloc span=3>adalah</colloc> disebut perasaan di tengah-tengah antara keduanya sakit dan senang
disebut	senang	'4	corp_iMxd2012_1M	stn._493917	perasaan apapun yang masih tertinggal setelah diabaikannya rasa sakit serta rasa <node>senang</node> nyaman tersebut adalah <colloc span=4>disebut</colloc> perasaan di tengah-tengah antara keduanya sakit dan senang
