COLLOCATES	WORDS	SPAN	CORPUS	SENTENCE_NUM	MATCHED_SENTENCE
moment	gembira	'-4	corp_iNwsCrw2012_1M	stn._746729	<colloc span=-4>moment</colloc> untuk memperlihatkan ekspresi <node>gembira</node> akhirnya pun berlalu begitu
agustus	gembira	'-4	corp_iNwsCrw2012_1M	stn._807030	<colloc span=-4>agustus</colloc> 2007 dengan rasa <node>gembira</node> bercampur prihatin kita memperingati
penuh	gembira	'-4	corp_iNwsCrw2012_1M	stn._860626	<colloc span=-4>penuh</colloc> antusiasme dan riang <node>gembira</node> itu NA NA NA
sang	gembira	'-4	corp_iNwsCrw2012_1M	stn._934172	<colloc span=-4>sang</colloc> cinderella dengan perasaan <node>gembira</node> sekaligus lega NA NA
sihotang	gembira	'-4	corp_iNwsCrw2012_1M	stn._955273	<colloc span=-4>sihotang</colloc> dengan penuh rasa <node>gembira</node> NA NA NA NA
maka	gembira	'-4	corp_iWeb2011_300K	stn._2128	<colloc span=-4>maka</colloc> merekapun sesaat menjadi <node>gembira</node> tetapi sesaat kemudian mereka
juga	gembira	'-4	corp_iWeb2011_300K	stn._36956	<colloc span=-4>juga</colloc> mengungkapkan perasaan2 kesal <node>gembira</node> mangkel dll NA NA
yang	gembira	'-4	corp_iWeb2011_300K	stn._50769	<colloc span=-4>yang</colloc> ada hanya perasaan <node>gembira</node> dan tersenyum dan tertawa
perasaan	gembira	'-4	corp_iWeb2011_300K	stn._54020	<colloc span=-4>perasaan</colloc> bahagia senang dan <node>gembira</node> NA NA NA NA
dengan	gembira	'-4	corp_iWeb2011_300K	stn._94059	<colloc span=-4>dengan</colloc> rasa puas dan <node>gembira</node> karena di mekarsari mereka
bila	gembira	'-4	corp_iWeb2011_300K	stn._220273	<colloc span=-4>bila</colloc> ada timbul rasa <node>gembira</node> dia bisa melonjak-lonjak atau
menciptakan	gembira	'-4	corp_iWeb2011_300K	stn._223647	<colloc span=-4>menciptakan</colloc> masterpiece-nya dengan perasaan <node>gembira</node> dan bangga tampa menyadari
susah	gembira	'-4	corp_iWeb2011_300K	stn._250165	<colloc span=-4>susah</colloc> senang sedih dan <node>gembira</node> sudah terlewatkan keringat serta
lain	gembira	'-4	corp_iWeb2012_1M	stn._4034	<colloc span=-4>lain</colloc> masuk islam rasa <node>gembira</node> teruja pun ada NA
dapat	gembira	'-4	corp_iWeb2012_1M	stn._31384	<colloc span=-4>dapat</colloc> menimbulkan perasaan riang <node>gembira</node> NA NA NA NA
tersebut	gembira	'-4	corp_iWeb2012_1M	stn._40620	<colloc span=-4>tersebut</colloc> juga menunjukkan rasa <node>gembira</node> dan syukur bersama warga
hormat	gembira	'-4	corp_iWeb2012_1M	stn._43465	<colloc span=-4>hormat</colloc> dan ungkapan rasa <node>gembira</node> pihak keluarga pria kepada
tertinggi	gembira	'-4	corp_iWeb2012_1M	stn._81282	<colloc span=-4>tertinggi</colloc> dari senang dan <node>gembira</node> deh NA NA NA
agak	gembira	'-4	corp_iWeb2012_1M	stn._83887	<colloc span=-4>agak</colloc> meluap dengan rasa <node>gembira</node> NA NA NA NA
dan	gembira	'-4	corp_iWeb2012_1M	stn._144442	<colloc span=-4>dan</colloc> luluh dengan perasaan <node>gembira</node> bermakna waktunya kembali sadar
ia	gembira	'-4	corp_iWeb2012_1M	stn._205279	<colloc span=-4>ia</colloc> tidak mempunyai perasaan <node>gembira</node> berlebihan atas terpilihnya menjadi
menghadiahkan	gembira	'-4	corp_iWeb2012_1M	stn._243341	<colloc span=-4>menghadiahkan</colloc> kebahagiaan rasa damai <node>gembira</node> puas torelansi rendah hati
memberikan	gembira	'-4	corp_iWeb2012_1M	stn._281060	<colloc span=-4>memberikan</colloc> impak kepuasan dan <node>gembira</node> kepada kita sebagaimana membaca
hadiah	gembira	'-4	corp_iWeb2012_1M	stn._306288	<colloc span=-4>hadiah</colloc> itu dengan rasa <node>gembira</node> dan syukur ia begitu
deh	gembira	'-4	corp_iWeb2012_1M	stn._324255	<colloc span=-4>deh</colloc> jawabku dengan perasaan <node>gembira</node> ga terasa kontolku jadi
3	gembira	'-4	corp_iWeb2012_1M	stn._366775	<colloc span=-4>3</colloc> macam yaitu 1 <node>gembira</node> karena banyak uang materi
banyak	gembira	'-4	corp_iWeb2012_1M	stn._366775	<colloc span=-4>banyak</colloc> uang materi 2 <node>gembira</node> karena badannya sehat 3
karena	gembira	'-4	corp_iWeb2012_1M	stn._366775	<colloc span=-4>karena</colloc> badannya sehat 3 <node>gembira</node> karena jiwanya tenang setelah
berikut	gembira	'-4	corp_iWeb2012_1M	stn._425602	<colloc span=-4>berikut</colloc> euporia yaitu rasa <node>gembira</node> tanpa sebab dan tidak
perasaan	gembira	'-4	corp_iWeb2012_1M	stn._458436	<colloc span=-4>perasaan</colloc> seperti takut sedih <node>gembira</node> kecewa senang benci was-was
dengan	gembira	'-4	corp_iWeb2012_1M	stn._468406	<colloc span=-4>dengan</colloc> penuh rasa haru <node>gembira</node> dan takjub ia menepuk-nepuk
sering	gembira	'-4	corp_iWeb2012_1M	stn._504794	<colloc span=-4>sering</colloc> merasakan sakit sedih <node>gembira</node> maupun senang NA NA
waktunyalah	gembira	'-4	corp_iWeb2012_1M	stn._521756	<colloc span=-4>waktunyalah</colloc> kus rahkan nyawaku <node>gembira</node> dan senang ke dalam
dapat	gembira	'-4	corp_iWeb2012_1M	stn._522943	<colloc span=-4>dapat</colloc> menimbulkan euforia rasa <node>gembira</node> tenang rasa apatis kepada
muncul	gembira	'-4	corp_iWeb2012_1M	stn._532819	<colloc span=-4>muncul</colloc> keraguan namun rasa <node>gembira</node> mengalahkan keraguan yang sempat
senang	gembira	'-4	corp_iWeb2012_1M	stn._533298	<colloc span=-4>senang</colloc> suka enak atau <node>gembira</node> NA NA NA NA
kata	gembira	'-4	corp_iWeb2012_1M	stn._567978	<colloc span=-4>kata</colloc> horey kalau rasa <node>gembira</node> kata horey kalau rasa
kata	gembira	'-4	corp_iWeb2012_1M	stn._567978	<colloc span=-4>kata</colloc> horey kalau rasa <node>gembira</node> begini la caranya kalau
la	gembira	'-4	corp_iWeb2012_1M	stn._567978	<colloc span=-4>la</colloc> caranya kalau rasa <node>gembira</node> kata horey NA NA
kapalnya	gembira	'-4	corp_iWeb2012_1M	stn._627815	<colloc span=-4>kapalnya</colloc> untuk menyampaikan berita <node>gembira</node> itu kepada para pengawalnya
senang	gembira	'-4	corp_iWeb2012_1M	stn._686725	<colloc span=-4>senang</colloc> hati dan rasa <node>gembira</node> saya akan menyambutnya sebagai
sekian	gembira	'-4	corp_iWeb2012_1M	stn._693904	<colloc span=-4>sekian</colloc> banyak emosi seperti <node>gembira</node> dan sedih marah dikategorikan
dengki	gembira	'-4	corp_iWeb2012_1M	stn._702120	<colloc span=-4>dengki</colloc> malahan dengan rasa <node>gembira</node> yan sangat NA NA
siswa	gembira	'-4	corp_iWeb2012_1M	stn._711227	<colloc span=-4>siswa</colloc> menggunakan pikiran perasaan <node>gembira</node> dan bahasa yang dapat
mengalami	gembira	'-4	corp_iWeb2012_1M	stn._743778	<colloc span=-4>mengalami</colloc> rasa bahagia senang <node>gembira</node> dan lain sebagainya NA
namun	gembira	'-4	corp_iWeb2012_1M	stn._814193	<colloc span=-4>namun</colloc> rasa suka dan <node>gembira</node> tetap terbesit di wajah
atau	gembira	'-4	corp_iWeb2012_1M	stn._834033	<colloc span=-4>atau</colloc> melebar b rasa <node>gembira</node> atau sedih tanpa sebab
seperti	gembira	'-4	corp_iWeb2012_1M	stn._836748	<colloc span=-4>seperti</colloc> rasa senang riang <node>gembira</node> tambah pede terangsang menambah
diharapkan	gembira	'-4	corp_iWeb2012_1M	stn._866842	<colloc span=-4>diharapkan</colloc> dan diinginkan perasaan <node>gembira</node> dan mungkin tidak sabar
juta	gembira	'-4	corp_iWeb2012_1M	stn._867536	<colloc span=-4>juta</colloc> dengan perasaan riang <node>gembira</node> NA NA NA NA
melompat-lompat	gembira	'-4	corp_iWeb2012_1M	stn._881876	<colloc span=-4>melompat-lompat</colloc> atau menunjukkan ekspresi <node>gembira</node> lainnya NA NA NA
misalnya	gembira	'-4	corp_iWeb2012_1M	stn._893900	<colloc span=-4>misalnya</colloc> lo dapet kabar <node>gembira</node> awalnya perasaan senang muncul
dunia	gembira	'-4	corp_iWeb2012_1M	stn._926464	<colloc span=-4>dunia</colloc> islam menyambut dengan <node>gembira</node> terpilihnya barack obama sebagai
tripoli	gembira	'-4	corp_iWeb2012_1M	stn._942417	<colloc span=-4>tripoli</colloc> dengan perasaan riang <node>gembira</node> NA NA NA NA
merinding	gembira	'-4	corp_iWeb2012_1M	stn._960195	<colloc span=-4>merinding</colloc> dan haru bercampur <node>gembira</node> bertemu dgn kawan2 seperjuangan
film	gembira	'-4	corp_iWeb2012_1M	stn._983791	<colloc span=-4>film</colloc> misalnya perasaan sedih <node>gembira</node> kecewa marah jengkel atau
dan	gembira	'-3	corp_iMxd2012_1M	stn._22515	andi <colloc span=-3>dan</colloc> dia terlihat <node>gembira</node> juga NA NA NA
ticka	gembira	'-3	corp_iMxd2012_1M	stn._41396	kata <colloc span=-3>ticka</colloc> dengan ekspresi <node>gembira</node> sambil menyerahkan amplop yang
dapat	gembira	'-3	corp_iMxd2012_1M	stn._67131	tak <colloc span=-3>dapat</colloc> menyembunyikan rasa <node>gembira</node> dan bangganya NA NA
puas	gembira	'-3	corp_iMxd2012_1M	stn._69476	susah <colloc span=-3>puas</colloc> dan kecewa <node>gembira</node> dan sedih berhutang budi
disebalik	gembira	'-3	corp_iMxd2012_1M	stn._74449	tapi <colloc span=-3>disebalik</colloc> melahirkan rasa <node>gembira</node> sebagai yang disangkakan oleh
berbagi	gembira	'-3	corp_iMxd2012_1M	stn._74767	selalu <colloc span=-3>berbagi</colloc> duka dan <node>gembira</node> NA NA NA NA
dadanya	gembira	'-3	corp_iMxd2012_1M	stn._75732	yang <colloc span=-3>dadanya</colloc> bergoncang penuh <node>gembira</node> menyaksikan sang dwi warna
padamu	gembira	'-3	corp_iMxd2012_1M	stn._95717	kukatakan <colloc span=-3>padamu</colloc> tentang rasa <node>gembira</node> yang aneh waktu aku
pendopo	gembira	'-3	corp_iMxd2012_1M	stn._116858	meninggalkan <colloc span=-3>pendopo</colloc> dengan penuh <node>gembira</node> dan tertib NA NA
sangat	gembira	'-3	corp_iMxd2012_1M	stn._136024	berkeringat <colloc span=-3>sangat</colloc> pd rasa <node>gembira</node> yang berlebihan kelopak mata
memikirkannya	gembira	'-3	corp_iMxd2012_1M	stn._162685	sambil <colloc span=-3>memikirkannya</colloc> timbul perasaan <node>gembira</node> di hatiku NA NA
dengan	gembira	'-3	corp_iMxd2012_1M	stn._170712	penuh <colloc span=-3>dengan</colloc> rasa haru <node>gembira</node> dan terkejut NA NA
semua	gembira	'-3	corp_iMxd2012_1M	stn._199958	kita <colloc span=-3>semua</colloc> akan merasakan <node>gembira</node> atas keberhasilan teman seiman
lelah	gembira	'-3	corp_iMxd2012_1M	stn._224097	yang <colloc span=-3>lelah</colloc> serta rasa <node>gembira</node> karena kita hampir sampai
dapat	gembira	'-3	corp_iMxd2012_1M	stn._230820	tidak <colloc span=-3>dapat</colloc> menyembunyikan rasa <node>gembira</node> NA NA NA NA
ini	gembira	'-3	corp_iMxd2012_1M	stn._281903	pinangan <colloc span=-3>ini</colloc> dengan rasa <node>gembira</node> dan terharu akan tetapi
keluargaku	gembira	'-3	corp_iMxd2012_1M	stn._326289	meninggalkan <colloc span=-3>keluargaku</colloc> ada rasa <node>gembira</node> di dalam hatiku NA
lia	gembira	'-3	corp_iMxd2012_1M	stn._454258	NA <colloc span=-3>lia</colloc> menanti penuh <node>gembira</node> terasa tidak sabar untuk
rasa	gembira	'-3	corp_iMxd2012_1M	stn._499110	NA <colloc span=-3>rasa</colloc> sedihpun berganti <node>gembira</node> setelah di tengah hutan
perasaan	gembira	'-3	corp_iMxd2012_1M	stn._503778	dengan <colloc span=-3>perasaan</colloc> lega dan <node>gembira</node> oleh sebagian besar kaum
marah	gembira	'-3	corp_iMxd2012_1M	stn._519645	sedih <colloc span=-3>marah</colloc> jengkel atau <node>gembira</node> NA NA NA NA
rasa	gembira	'-3	corp_iMxd2012_1M	stn._519695	NA <colloc span=-3>rasa</colloc> bahagia dan <node>gembira</node> NA NA NA NA
perasaan	gembira	'-3	corp_iMxd2012_1M	stn._530518	dengan <colloc span=-3>perasaan</colloc> puas dan <node>gembira</node> setelah mendengarkan uraian bhikkhu
dalam	gembira	'-3	corp_iMxd2012_1M	stn._566343	larut <colloc span=-3>dalam</colloc> bahagia dan <node>gembira</node> NA NA NA NA
menggantikannya	gembira	'-3	corp_iMxd2012_1M	stn._666644	dan <colloc span=-3>menggantikannya</colloc> dengan perasaan <node>gembira</node> agar saya dapat mendatangkan
perasaan	gembira	'-3	corp_iMxd2012_1M	stn._667539	merasakan <colloc span=-3>perasaan</colloc> syukur dan <node>gembira</node> karena memiliki penglihatan yang
rasa	gembira	'-3	corp_iMxd2012_1M	stn._711046	menjaga <colloc span=-3>rasa</colloc> dan suasana <node>gembira</node> pada saat anak belajar
belajar	gembira	'-3	corp_iMxd2012_1M	stn._711046	anak <colloc span=-3>belajar</colloc> karena rasa <node>gembira</node> bisa mempercepat proses pembelajaran
menyamakan	gembira	'-3	corp_iMxd2012_1M	stn._737435	tidak <colloc span=-3>menyamakan</colloc> dengan perasaan <node>gembira</node> kadang-kadang ada hal-hal yang
sehingga	gembira	'-3	corp_iMxd2012_1M	stn._737435	senang <colloc span=-3>sehingga</colloc> kita akhirnya <node>gembira</node> NA NA NA NA
rasa	gembira	'-3	corp_iMxd2012_1M	stn._755643	karena <colloc span=-3>rasa</colloc> riang dan <node>gembira</node> yang mampu melupakan salah
yang	gembira	'-3	corp_iMxd2012_1M	stn._760326	pasangan <colloc span=-3>yang</colloc> mengungkapkan rasa <node>gembira</node> dengan bersanggama NA NA
mereka	gembira	'-3	corp_iMxd2012_1M	stn._763725	perut <colloc span=-3>mereka</colloc> karena rasa <node>gembira</node> setelah mengetahui keberadaan orangtua
optimis	gembira	'-3	corp_iMxd2012_1M	stn._806806	suasana <colloc span=-3>optimis</colloc> dan perasaan <node>gembira</node> aroma melati merupakan jenis
tak	gembira	'-3	corp_iMxd2012_1M	stn._851964	yudho <colloc span=-3>tak</colloc> menyembunyikan rasa <node>gembira</node> dan bangganya dengan pilihan
tak	gembira	'-3	corp_iMxd2012_1M	stn._903966	NA <colloc span=-3>tak</colloc> tergambarkan rasa <node>gembira</node> dan bahagia kami bisa
terpancar	gembira	'-3	corp_iMxd2012_1M	stn._912102	wajahnya <colloc span=-3>terpancar</colloc> sedih atau <node>gembira</node> NA NA NA NA
duka	gembira	'-3	corp_iMxd2012_1M	stn._928318	suka <colloc span=-3>duka</colloc> sedih dan <node>gembira</node> adalah warna-warni kehidupan NA
ada	gembira	'-3	corp_iMxd2012_1M	stn._939541	mungkin <colloc span=-3>ada</colloc> sikit elemen <node>gembira</node> di dalamnya NA NA
rasa	gembira	'-3	corp_iMxd2012_1M	stn._956783	dengan <colloc span=-3>rasa</colloc> syukur dan <node>gembira</node> menerima brosur cara hidup
tamah	gembira	'-3	corp_iMxd2012_1M	stn._970793	ramah <colloc span=-3>tamah</colloc> dan rasa <node>gembira</node> NA NA NA NA
sekaligus	gembira	'-3	corp_iNews2008_300K	stn._50649	ke-63 <colloc span=-3>sekaligus</colloc> ungkapan rasa <node>gembira</node> untuk menyambut datangnya bulan
rasa	gembira	'-3	corp_iNews2008_300K	stn._77424	menegaskan <colloc span=-3>rasa</colloc> sedih dan <node>gembira</node> bercampur aduk pada malam
berpuas	gembira	'-3	corp_iNews2009_300K	stn._95441	sikap <colloc span=-3>berpuas</colloc> diri atau <node>gembira</node> berlebihan merasuki tim NA
terus	gembira	'-3	corp_iNews2009_300K	stn._108764	akan <colloc span=-3>terus</colloc> membatasi rasa <node>gembira</node> yang berlebihan dan berharap
katredji	gembira	'-3	corp_iNews2009_300K	stn._213936	dansa <colloc span=-3>katredji</colloc> dengan iringan <node>gembira</node> semacam hura-hura cincin sayang
bisa	gembira	'-3	corp_iNews2010_300K	stn._15232	kami <colloc span=-3>bisa</colloc> menyimpan rasa <node>gembira</node> karena lulus un NA
bisa	gembira	'-3	corp_iNews2010_300K	stn._129022	tidak <colloc span=-3>bisa</colloc> menyembunyikan rasa <node>gembira</node> saat kami berlima kumpul
pembukaannya	gembira	'-3	corp_iNews2010_300K	stn._224120	pidato <colloc span=-3>pembukaannya</colloc> menyatakan rasa <node>gembira</node> karena dapat menghadirkan indonesia
dan	gembira	'-3	corp_iNews2010_300K	stn._266607	NA <colloc span=-3>dan</colloc> dengan rasa <node>gembira</node> kongres pdi perjuangan ecara
yusuf	gembira	'-3	corp_iNews2011_300K	stn._4588	mukhlis <colloc span=-3>yusuf</colloc> menyampaikan rasa <node>gembira</node> karena penilaian lembaga pemerintah
mati	gembira	'-3	corp_iNews2011_300K	stn._22212	pabelan <colloc span=-3>mati</colloc> itu raut <node>gembira</node> menempel di wajah para
menangis	gembira	'-3	corp_iNews2011_300K	stn._150934	bisa <colloc span=-3>menangis</colloc> menahan rasa <node>gembira</node> NA NA NA NA
lebih	gembira	'-3	corp_iNews2012_300K	stn._33882	merasa <colloc span=-3>lebih</colloc> bugar dan <node>gembira</node> karena dapat kembali bermain
tidak	gembira	'-3	corp_iNews2012_300K	stn._51703	NA <colloc span=-3>tidak</colloc> kuasa menahan <node>gembira</node> para pendukung city berlari
dan	gembira	'-3	corp_iNews2012_300K	stn._56976	abad <colloc span=-3>dan</colloc> kami sangat <node>gembira</node> dia telah menerima baik
ghalib	gembira	'-3	corp_iNews2012_300K	stn._65556	m <colloc span=-3>ghalib</colloc> menyampaikan rasa <node>gembira</node> dan bangganya NA NA
di	gembira	'-3	corp_iNews2012_300K	stn._116858	supermarket <colloc span=-3>di</colloc> palu menyambut <node>gembira</node> dan berharap pemerintah tidak
itu	gembira	'-3	corp_iNews2012_300K	stn._141080	pemberangkatan <colloc span=-3>itu</colloc> tampak rasa <node>gembira</node> dan haru dari 7
berlutut	gembira	'-3	corp_iNews2012_300K	stn._157165	dan <colloc span=-3>berlutut</colloc> dengan rasa <node>gembira</node> ketika pukulan backhand sharapova
dan	gembira	'-3	corp_iNews2012_300K	stn._232341	merayakan <colloc span=-3>dan</colloc> mengungkapkan rasa <node>gembira</node> atas pelantikan gubernur dan
bersama	gembira	'-3	corp_iNews2012_300K	stn._256734	tampil <colloc span=-3>bersama</colloc> dengan ekspresi <node>gembira</node> dalam berbagai kesempatan resmi
gabungan	gembira	'-3	corp_iNews2012_300K	stn._269197	tim <colloc span=-3>gabungan</colloc> mengaku cukup <node>gembira</node> setelah proses evakuasi pada
dengan	gembira	'-3	corp_iNwsCrw2011_1M	stn._1792	ini <colloc span=-3>dengan</colloc> penuh rasa <node>gembira</node> NA NA NA NA
jelas	gembira	'-3	corp_iNwsCrw2011_1M	stn._12373	kelihatan <colloc span=-3>jelas</colloc> memancar-kan perasaan <node>gembira</node> dan bangga NA NA
lantaran	gembira	'-3	corp_iNwsCrw2011_1M	stn._58820	dimaklumi <colloc span=-3>lantaran</colloc> mereka sangat <node>gembira</node> dan bangga NA NA
langsung	gembira	'-3	corp_iNwsCrw2011_1M	stn._61604	itu <colloc span=-3>langsung</colloc> disambut rasa <node>gembira</node> NA NA NA NA
ekspresi	gembira	'-3	corp_iNwsCrw2011_1M	stn._154033	menggambarkan <colloc span=-3>ekspresi</colloc> rasa senang <node>gembira</node> dan bahagia NA NA
wib	gembira	'-3	corp_iNwsCrw2011_1M	stn._177100	39 <colloc span=-3>wib</colloc> jakarta raut <node>gembira</node> tampak dari raut wajah
sebagai	gembira	'-3	corp_iNwsCrw2011_1M	stn._214243	lundayeh <colloc span=-3>sebagai</colloc> ungkapan rasa <node>gembira</node> dan syukur atas hasil
bentuk	gembira	'-3	corp_iNwsCrw2011_1M	stn._304229	sebagai <colloc span=-3>bentuk</colloc> ungkapan rasa <node>gembira</node> saya karena dana bantuan
manis	gembira	'-3	corp_iNwsCrw2011_1M	stn._357287	cerita <colloc span=-3>manis</colloc> dan pahit <node>gembira</node> dan sedih juga sudah
pulang	gembira	'-3	corp_iNwsCrw2011_1M	stn._378616	bisa <colloc span=-3>pulang</colloc> dengan perasaan <node>gembira</node> NA NA NA NA
dijangkiti	gembira	'-3	corp_iNwsCrw2011_1M	stn._406936	akan <colloc span=-3>dijangkiti</colloc> hiporia rasa <node>gembira</node> tanpa sebab serta apa
dan	gembira	'-3	corp_iNwsCrw2011_1M	stn._506489	terkejutnya <colloc span=-3>dan</colloc> juga bercampur <node>gembira</node> ketika geoffrey bertemu drake
tertutup	gembira	'-3	corp_iNwsCrw2011_1M	stn._595534	langsung <colloc span=-3>tertutup</colloc> oleh perasaan <node>gembira</node> NA NA NA NA
suasana	gembira	'-3	corp_iNwsCrw2011_1M	stn._706506	dalam <colloc span=-3>suasana</colloc> yang penuh <node>gembira</node> NA NA NA NA
kini	gembira	'-3	corp_iNwsCrw2011_1M	stn._719811	dunia <colloc span=-3>kini</colloc> heran bercampur <node>gembira</node> dengan kedatangan si penembak
pembukaannya	gembira	'-3	corp_iNwsCrw2011_1M	stn._761855	pidato <colloc span=-3>pembukaannya</colloc> menyatakan rasa <node>gembira</node> karena dapat menghadirkan indonesia
ini	gembira	'-3	corp_iNwsCrw2011_1M	stn._793474	tim <colloc span=-3>ini</colloc> mengungkapkan rasa <node>gembira</node> setelah montoya memutuskan ganti
bisa	gembira	'-3	corp_iNwsCrw2012_1M	stn._13129	jika <colloc span=-3>bisa</colloc> memberikan rasa <node>gembira</node> kepada penumpang kapal NA
itu	gembira	'-3	corp_iNwsCrw2012_1M	stn._26855	sementara <colloc span=-3>itu</colloc> eun-suk menyambut <node>gembira</node> kesediaan chae-won untuk mencoba
tersebut	gembira	'-3	corp_iNwsCrw2012_1M	stn._95836	banjir <colloc span=-3>tersebut</colloc> dengan penuh <node>gembira</node> NA NA NA NA
mengesankan	gembira	'-3	corp_iNwsCrw2012_1M	stn._206368	sangat <colloc span=-3>mengesankan</colloc> katanya penuh <node>gembira</node> NA NA NA NA
untuk	gembira	'-3	corp_iNwsCrw2012_1M	stn._290341	dilakukan <colloc span=-3>untuk</colloc> menunjukkan rasa <node>gembira</node> menyambut kelahiran sang nabi
katanya	gembira	'-3	corp_iNwsCrw2012_1M	stn._337631	menyayangiku <colloc span=-3>katanya</colloc> dengan ekspresi <node>gembira</node> NA NA NA NA
pemohon	gembira	'-3	corp_iNwsCrw2012_1M	stn._391934	selaku <colloc span=-3>pemohon</colloc> mengungkapkan rasa <node>gembira</node> karena uji materi yang
saya	gembira	'-3	corp_iNwsCrw2012_1M	stn._410040	lagi-lagi <colloc span=-3>saya</colloc> tak bisa <node>gembira</node> bila timnas indonesia kalah
pemerintah	gembira	'-3	corp_iNwsCrw2012_1M	stn._463544	itulah <colloc span=-3>pe-merintah</colloc> menyampaikan rasa <node>gembira</node> dan terima kasih ke-pada
diliputi	gembira	'-3	corp_iNwsCrw2012_1M	stn._521764	bermain <colloc span=-3>diliputi</colloc> rasa riang <node>gembira</node> saja di halaman sekolah
tengah	gembira	'-3	corp_iNwsCrw2012_1M	stn._719618	di <colloc span=-3>tengah</colloc> rasa riang <node>gembira</node> kami mendadak kami mengalami
untuk	gembira	'-3	corp_iNwsCrw2012_1M	stn._746729	moment <colloc span=-3>untuk</colloc> memperlihatkan ekspresi <node>gembira</node> akhirnya pun berlalu begitu
2007	gembira	'-3	corp_iNwsCrw2012_1M	stn._807030	agustus <colloc span=-3>2007</colloc> dengan rasa <node>gembira</node> bercampur prihatin kita memperingati
rasa	gembira	'-3	corp_iNwsCrw2012_1M	stn._831308	NA <colloc span=-3>rasa</colloc> sukacita dan <node>gembira</node> menyambut natal telah terlihat
antusiasme	gembira	'-3	corp_iNwsCrw2012_1M	stn._860626	penuh <colloc span=-3>antusiasme</colloc> dan riang <node>gembira</node> itu NA NA NA
cinderella	gembira	'-3	corp_iNwsCrw2012_1M	stn._934172	sang <colloc span=-3>cinderella</colloc> dengan perasaan <node>gembira</node> sekaligus lega NA NA
dengan	gembira	'-3	corp_iNwsCrw2012_1M	stn._955273	sihotang <colloc span=-3>dengan</colloc> penuh rasa <node>gembira</node> NA NA NA NA
merekapun	gembira	'-3	corp_iWeb2011_300K	stn._2128	maka <colloc span=-3>merekapun</colloc> sesaat menjadi <node>gembira</node> tetapi sesaat kemudian mereka
mengungkapkan	gembira	'-3	corp_iWeb2011_300K	stn._36956	juga <colloc span=-3>mengungkapkan</colloc> perasaan2 kesal <node>gembira</node> mangkel dll NA NA
ada	gembira	'-3	corp_iWeb2011_300K	stn._50769	yang <colloc span=-3>ada</colloc> hanya perasaan <node>gembira</node> dan tersenyum dan tertawa
bahagia	gembira	'-3	corp_iWeb2011_300K	stn._54020	perasaan <colloc span=-3>bahagia</colloc> senang dan <node>gembira</node> NA NA NA NA
rasa	gembira	'-3	corp_iWeb2011_300K	stn._94059	dengan <colloc span=-3>rasa</colloc> puas dan <node>gembira</node> karena di mekarsari mereka
ada	gembira	'-3	corp_iWeb2011_300K	stn._220273	bila <colloc span=-3>ada</colloc> timbul rasa <node>gembira</node> dia bisa melonjak-lonjak atau
masterpiece-nya	gembira	'-3	corp_iWeb2011_300K	stn._223647	menciptakan <colloc span=-3>masterpiece-nya</colloc> dengan perasaan <node>gembira</node> dan bangga tampa menyadari
senang	gembira	'-3	corp_iWeb2011_300K	stn._250165	susah <colloc span=-3>senang</colloc> sedih dan <node>gembira</node> sudah terlewatkan keringat serta
masuk	gembira	'-3	corp_iWeb2012_1M	stn._4034	lain <colloc span=-3>masuk</colloc> islam rasa <node>gembira</node> teruja pun ada NA
menimbulkan	gembira	'-3	corp_iWeb2012_1M	stn._31384	dapat <colloc span=-3>menimbulkan</colloc> perasaan riang <node>gembira</node> NA NA NA NA
juga	gembira	'-3	corp_iWeb2012_1M	stn._40620	tersebut <colloc span=-3>juga</colloc> menunjukkan rasa <node>gembira</node> dan syukur bersama warga
dan	gembira	'-3	corp_iWeb2012_1M	stn._43465	hormat <colloc span=-3>dan</colloc> ungkapan rasa <node>gembira</node> pihak keluarga pria kepada
dari	gembira	'-3	corp_iWeb2012_1M	stn._81282	tertinggi <colloc span=-3>dari</colloc> senang dan <node>gembira</node> deh NA NA NA
meluap	gembira	'-3	corp_iWeb2012_1M	stn._83887	agak <colloc span=-3>meluap</colloc> dengan rasa <node>gembira</node> NA NA NA NA
luluh	gembira	'-3	corp_iWeb2012_1M	stn._144442	dan <colloc span=-3>luluh</colloc> dengan perasaan <node>gembira</node> bermakna waktunya kembali sadar
tidak	gembira	'-3	corp_iWeb2012_1M	stn._205279	ia <colloc span=-3>tidak</colloc> mempunyai perasaan <node>gembira</node> berlebihan atas terpilihnya menjadi
kebahagiaan	gembira	'-3	corp_iWeb2012_1M	stn._243341	menghadiahkan <colloc span=-3>kebahagiaan</colloc> rasa damai <node>gembira</node> puas torelansi rendah hati
impak	gembira	'-3	corp_iWeb2012_1M	stn._281060	memberikan <colloc span=-3>impak</colloc> kepuasan dan <node>gembira</node> kepada kita sebagaimana membaca
itu	gembira	'-3	corp_iWeb2012_1M	stn._306288	hadiah <colloc span=-3>itu</colloc> dengan rasa <node>gembira</node> dan syukur ia begitu
jawabku	gembira	'-3	corp_iWeb2012_1M	stn._324255	deh <colloc span=-3>jawabku</colloc> dengan perasaan <node>gembira</node> ga terasa kontolku jadi
macam	gembira	'-3	corp_iWeb2012_1M	stn._366775	3 <colloc span=-3>macam</colloc> yaitu 1 <node>gembira</node> karena banyak uang materi
